"vehicle_id","year","make","model","description","body_style","drivetrain","mileage.value","mileage.unit","URL","title","price","state_of_vehicle","exterior_color","address.addr1","address.city","address.region","address.country","latitude","longitude","sale_price","fueltype","yardname","image[0].url","custom_label_0","custom_label_1"
"95559","2020","Ford","Endura","2020 Ford Endura ST-Line 2.0TD 4WD 8spd Auto","SUV","4WD","95972","KM","https://www.avoncityford.com/vehicles/stock/147897/1002/ford-endura-st-line-2-0td-4wd-8spd-auto","2020 Ford Endura ST-Line 2.0TD 4WD 8spd Auto","22790 NZD","USED","Platinum White","Corner Main South Road & Epsom Road<br/>Sockburn<br/>Christchurch","Christchurch","Canterbury","New Zealand","","","","Diesel","Used Cars","https://dataapi.autoplay.co.nz/image.ashx?id=97244378&w=500&h=375&l=true","",""
"95601","2023","Ford","Ranger","2023 Ford Ranger New Gen Wildtrak 4WD 2.0 Bi Turbo 10spd","Other","4WD","45064","KM","https://www.avoncityford.com/vehicles/stock/147775/1002/ford-ranger-new-gen-wildtrak-4wd-2-0-bi-turbo-10spd","2023 Ford Ranger New Gen Wildtrak 4WD 2.0 Bi Turbo 10spd","57990 NZD","USED","BLACK","Corner Main South Road & Epsom Road<br/>Sockburn<br/>Christchurch","Christchurch","Canterbury","New Zealand","","","","Diesel","Used Cars","https://dataapi.autoplay.co.nz/image.ashx?id=97150544&w=500&h=375&l=true","",""
"95567","2016","Kia","Sportage","2016 Kia Sportage Urban EX 2.0 litre 6spd Auto NZ New","SUV","2WD","133471","KM","https://www.avoncityford.com/vehicles/stock/147896/1002/kia-sportage-urban-ex-2-0-litre-6spd-auto-nz-new","2016 Kia Sportage Urban EX 2.0 litre 6spd Auto NZ New","16690 NZD","USED","Sunset Red","Corner Main South Road & Epsom Road<br/>Sockburn<br/>Christchurch","Christchurch","Canterbury","New Zealand","","","","Petrol","Used Cars","https://dataapi.autoplay.co.nz/image.ashx?id=97181634&w=500&h=375&l=true","",""
"95607","2023","Ford","Puma","2023 Ford Puma ST-Line 1.0L Mild Hybrid","SUV","","72541","KM","https://www.avoncityford.com/vehicles/stock/147944/1002/ford-puma-st-line-1-0l-mild-hybrid","2023 Ford Puma ST-Line 1.0L Mild Hybrid","23990 NZD","USED","Magnetic Grey","Corner Main South Road & Epsom Road<br/>Sockburn<br/>Christchurch","Christchurch","Canterbury","New Zealand","","","","Petrol Hybrid","Used Cars","https://dataapi.autoplay.co.nz/image.ashx?id=97273793&w=500&h=375&l=true","",""
"95603","2020","Ford","Mustang","2020 Ford Mustang Fastback 2.3L Turbo Performance Pack","Coupe","RWD","27842","KM","https://www.avoncityford.com/vehicles/stock/148161/1002/ford-mustang-fastback-2-3l-turbo-performance-pack","2020 Ford Mustang Fastback 2.3L Turbo Performance Pack","49990 NZD","USED","Magnetic Grey","Corner Main South Road & Epsom Road<br/>Sockburn<br/>Christchurch","Christchurch","Canterbury","New Zealand","","","","Petrol","Used Cars","https://dataapi.autoplay.co.nz/image.ashx?id=97429709&w=500&h=375&l=true","",""
"95606","2019","Ford","Ranger","2019 Ford Ranger PX3 Wildtrak 4WD 3.2TD","Other","4WD","84252","KM","https://www.avoncityford.com/vehicles/stock/147945/1002/ford-ranger-px3-wildtrak-4wd-3-2td","2019 Ford Ranger PX3 Wildtrak 4WD 3.2TD","38990 NZD","USED","Saber Orange","Corner Main South Road & Epsom Road<br/>Sockburn<br/>Christchurch","Christchurch","Canterbury","New Zealand","","","","Diesel","Used Cars","https://dataapi.autoplay.co.nz/image.ashx?id=97275868&w=500&h=375&l=true","",""
"95592","2024","Ford","Ranger","2024 Ford Ranger New Gen Tremor 4WD 2.0 Bi Turbo 10spd","Other","4WD","11213","KM","https://www.avoncityford.com/vehicles/stock/147899/1002/ford-ranger-new-gen-tremor-4wd-2-0-bi-turbo-10spd","2024 Ford Ranger New Gen Tremor 4WD 2.0 Bi Turbo 10spd","57990 NZD","USED","Arctic White","Corner Main South Road & Epsom Road<br/>Sockburn<br/>Christchurch","Christchurch","Canterbury","New Zealand","","","","Diesel","Used Cars","https://dataapi.autoplay.co.nz/image.ashx?id=97249514&w=500&h=375&l=true","",""
"95612","2016","Mercedes-Benz","A- Class","2016 Mercedes-Benz A- Class A180 1.6 litre 7spd Auto NZ New","Hatchback","","70582","KM","https://www.avoncityford.com/vehicles/stock/148158/1002/mercedes-benz-a-class-a180-1-6-litre-7spd-auto-nz-new","2016 Mercedes-Benz A- Class A180 1.6 litre 7spd Auto NZ New","15990 NZD","USED","Silver Metallic","Corner Main South Road & Epsom Road<br/>Sockburn<br/>Christchurch","Christchurch","Canterbury","New Zealand","","","","Petrol","Used Cars","https://dataapi.autoplay.co.nz/image.ashx?id=97429311&w=500&h=375&l=true","",""
"95604","2015","Subaru","Forester","2015 Subaru Forester AWD Hatch 2.0L Eyesight CVT Auto","SUV","AWD","56373","KM","https://www.avoncityford.com/vehicles/stock/148159/1002/subaru-forester-awd-hatch-2-0l-eyesight-cvt-auto","2015 Subaru Forester AWD Hatch 2.0L Eyesight CVT Auto","16990 NZD","USED","WHITE","Corner Main South Road & Epsom Road<br/>Sockburn<br/>Christchurch","Christchurch","Canterbury","New Zealand","","","","Petrol","Used Cars","https://dataapi.autoplay.co.nz/image.ashx?id=97429281&w=500&h=375&l=true","",""
"95581","2023","Ford","Puma","2023 Ford Puma ST-Line 1.0L Mild Hybrid","SUV","","79211","KM","https://www.avoncityford.com/vehicles/stock/148160/1002/ford-puma-st-line-1-0l-mild-hybrid","2023 Ford Puma ST-Line 1.0L Mild Hybrid","22990 NZD","USED","Desert Island Blue","Corner Main South Road & Epsom Road<br/>Sockburn<br/>Christchurch","Christchurch","Canterbury","New Zealand","","","","Petrol Hybrid","Used Cars","https://dataapi.autoplay.co.nz/image.ashx?id=97441564&w=500&h=375&l=true","",""
